0	Porn can lead to negative outcomes, such as guilt, wasted time and energy, and regrets. Therefore, it is best to avoid it, just as one would avoid smoking and drugs.
1	No, I haven't, but it sounds like it might be helpful to get help through a pro-bono place or a low-income based legal services. You'd be surprised at what some places consider low income.
2	Sadism, the practice of violence or cruelty against others to fulfil some sort of personal or sexual gratification, is the most evil act a person can commit. The active participant must be subjugated and therefore weaker than the person inflicting the violence, compounding the act of violence.
3	I think we should be investing resources into researching animal combinations. For example, creating a half-gorilla, half-octopus would be fascinating.
4	Statistics show that criminals are less likely to commit crimes when up against a well-armed citizen, and crime rates drop. The Second Amendment was designed to ensure Americans have the ability to fight back against a government that goes too far.
5	We should teach morals not religion, because religion teaches that natural feelings are wrong, which causes confusion among young people and leads to them not being able to distinguish right from wrong, especially when it comes to sexual behavior. For instance, teaching that wanking is a sin, but having sex with your girlfriend is not, creates a conflict in one's mind as to what is acceptable and what is not.
6	In a society traditionally and, to be honest, still dominated by men, men's general consensus is more popular than women's general consensus, and I think we all know that a lot of men consider lesbians to be downright sexy, because there is no man in the picture to ruin the aesthetic. Additionally, gay women are more "socially acceptable," for one of the traditional reasons behind homophobia: women are inferior to men.
7	Despite recent changes, the Chinese government still uses beatings and torture as a form of protocol to suppress any dissent or questioning of its policies. In order to preserve our good economic relations with China, America turns a blind eye to this oppression.
8	I agree that it was not ethical and was even insensitive, but they were done in response to the suicide bombers and they certainly don't respect others beliefs and truths... what is the difference?
9	You can be a kind, compassionate person and still suffer despite doing the right thing, while people who take what they want and play to win are successful. However, life is not fair and this is an important lesson to learn.
10	Scott Peterson was the white contrast to OJ Simpson. He wasn't a celebrity, he was an "everyman."
11	Israel has the right to retaliate against Hamas in order to protect its citizens, especially since Hamas is purposely targeting civilians by firing missiles from populated areas.
12	The government should not be in the marriage business, but should simply record marriages or civil unions and grant equal rights to all. With regards to plural marriages, they exist but there is not a sizable part of the population that supports them.
13	I believe universities have lost their true meaning, as evidenced by my experience as an undergraduate Engineering student. Everyone is just trained to become another figure for an employment statistic, without any passion for their work.
14	Bad Company 2 is boring, with its hard-to-kill enemies and awkward vehicle controls. Furthermore, the maps are too large and the vehicles are not as exciting as those in Call of Duty.
15	Executing criminals in public could be beneficial in providing information to the public about the death penalty and potentially changing people’s beliefs on the subject. Executions should be televised.
16	Western values and democracy are not suitable solutions for conflict countries due to the lack of an enlightenment background and the integration of religion and state. Separation of church and state is key to democracies forming in these countries, and any attempts to do so by force will inevitably fail.
17	Law is an obligation of the society to which a person has to abide. Any law that violates your rights is morally wrong.
18	The Hulk is incredibly strong and gets stronger the angrier she gets, giving her an edge over Optimus Prime in a battle royal. TP's Momma (the Hulk) is very difficult to defeat, making her the clear winner in this comparison.
19	Granted I've never had trouble with this issue with a significant other, but once in an office building and once staying with a female friend (the later of which I understand because it's her house and she wants it maintained a certain way).
20	The Government of Maharashtra recently banned ladies bars due to numerous complaints from housewives about their male family members wasting money and not looking after the family. Additionally, criminal activities often took place at these bars, such as the Tarannum and Telgi cases, where Tarannum was earning Rs 1 lakh a month and Telgi was throwing away NRs 1 lakh per day on bar girls
21	Gay marriage is not right, since it goes against the traditional understanding of marriage as being between a man and a woman. Tax breaks should not be awarded to gay couples, as this would only serve to legitimize their unions.
22	The storm-cloaks are painted as the complete villain in the civil war, and there is a clear good group and bad group in the conflict. This makes the civil war quest line and story weaker, since there is no ambiguity or shades of grey in the moral ambiguity.
23	India has the potential to lead the world, according to a recent report which highlighted the fact that 50% of scientists at NASA are IITians. Our status, value and astronomical knowledge can definitely increase if we are able to bring together the best of the IITians and give them the opportunities they deserve.
24	Porn hardly ever leads to addiction, just in weak people, maybe who have mental health issues, or attachment issues or find it hard to separate fantasy from reality. I watch porn once or twice a day when i'm on my own but also have a great boyfriend and we have sex once or twice (sometimes three, if i'm lucky!)
25	For example, "Whites, who make up 78 percent of the U.S. population, accounted for 35 percent of the state prison population. Blacks, who make up 13 percent of the U.S. population, were 38 percent of the state prison population.
26	Jesus' unconventional appearance and lifestyle has led some to refer to him as the first hippie. But his clothing, hairstyle, and sandals were the norm for the time and place, not unlike the clothing
27	Reservation has both positive and negative aspects. In India, it has primarily been used to gain political favor and expedite social mobility, which has created socialism and economic inequality.
28	Russian people have a negative opinion of some foreigners due to the actions of their governments, which they view as lying, stealing, and killing innocent people. This leads to Russia's people to hold a negative view of the foreigners as a
29	Freedom of speech should be of unlimited proportions, as it is a fundamental right that should not be compromised. While it is important to be aware of the consequences of expressing opinions, it is also essential to maintain the principle of free speech.
30	Latinos come from a variety of different countries and cultures. Although Spanish may be their native language, not all Latinos speak it the same way.
